|                 Tasks                 |Version|Filter|n-shot| Metric |   |Value |   |Stderr|
|  - moral_disputes                     |      1|none  |     0|acc     |↑  |0.2803|±  |0.0242|
|  - moral_scenarios                    |      1|none  |     0|acc     |↑  |0.2425|±  |0.0143|
|  - philosophy                         |      1|none  |     0|acc     |↑  |0.2926|±  |0.0258|
|  - prehistory                         |      1|none  |     0|acc     |↑  |0.3272|±  |0.0261|
|  - professional_law                   |      1|none  |     0|acc     |↑  |0.2595|±  |0.0112|
|  - world_religions                    |      1|none  |     0|acc     |↑  |0.2573|±  |0.0335|
| - other                               |      2|none  |      |acc     |↑  |0.2745|±  |0.0080|
|  - business_ethics                    |      1|none  |     0|acc     |↑  |0.2600|±  |0.0441|
|  - clinical_knowledge                 |      1|none  |     0|acc     |↑  |0.2679|±  |0.0273|
|  - college_medicine                   |      1|none  |     0|acc     |↑  |0.2543|±  |0.0332|
|  - global_facts                       |      1|none  |     0|acc     |↑  |0.3800|±  |0.0488|
|  - human_aging                        |      1|none  |     0|acc     |↑  |0.3184|±  |0.0313|
|  - management                         |      1|none  |     0|acc     |↑  |0.2524|±  |0.0430|
|  - marketing                          |      1|none  |     0|acc     |↑  |0.2650|±  |0.0289|
|  - medical_genetics                   |      1|none  |     0|acc     |↑  |0.2700|±  |0.0446|
|  - miscellaneous                      |      1|none  |     0|acc     |↑  |0.2835|±  |0.0161|
|  - nutrition                          |      1|none  |     0|acc     |↑  |0.2778|±  |0.0256|
|  - professional_accounting            |      1|none  |     0|acc     |↑  |0.2624|±  |0.0262|
|  - professional_medicine              |      1|none  |     0|acc     |↑  |0.2059|±  |0.0246|
|  - virology                           |      1|none  |     0|acc     |↑  |0.3072|±  |0.0359|
| - social sciences                     |      2|none  |      |acc     |↑  |0.2558|±  |0.0079|
|  - econometrics                       |      1|none  |     0|acc     |↑  |0.2018|±  |0.0378|
|  - high_school_geography              |      1|none  |     0|acc     |↑  |0.2778|±  |0.0319|
|  - high_school_government_and_politics|      1|none  |     0|acc     |↑  |0.2228|±  |0.0300|
|  - high_school_macroeconomics         |      1|none  |     0|acc     |↑  |0.2205|±  |0.0210|
|  - high_school_microeconomics         |      1|none  |     0|acc     |↑  |0.3025|±  |0.0298|
|  - high_school_psychology             |      1|none  |     0|acc     |↑  |0.2459|±  |0.0185|
|  - human_sexuality                    |      1|none  |     0|acc     |↑  |0.2290|±  |0.0369|
|  - professional_psychology            |      1|none  |     0|acc     |↑  |0.2859|±  |0.0183|
|  - public_relations                   |      1|none  |     0|acc     |↑  |0.2273|±  |0.0401|
|  - security_studies                   |      1|none  |     0|acc     |↑  |0.2327|±  |0.0270|
|  - sociology                          |      1|none  |     0|acc     |↑  |0.2935|±  |0.0322|
|  - us_foreign_policy                  |      1|none  |     0|acc     |↑  |0.2800|±  |0.0451|
| - stem                                |      2|none  |      |acc     |↑  |0.2705|±  |0.0079|
|  - abstract_algebra                   |      1|none  |     0|acc     |↑  |0.3400|±  |0.0476|
|  - anatomy                            |      1|none  |     0|acc     |↑  |0.2889|±  |0.0392|
|  - astronomy                          |      1|none  |     0|acc     |↑  |0.2237|±  |0.0339|
|  - college_biology                    |      1|none  |     0|acc     |↑  |0.2500|±  |0.0362|
|  - college_chemistry                  |      1|none  |     0|acc     |↑  |0.3200|±  |0.0469|
|  - college_computer_science           |      1|none  |     0|acc     |↑  |0.3300|±  |0.0473|
|  - college_mathematics                |      1|none  |     0|acc     |↑  |0.2700|±  |0.0446|
|  - college_physics                    |      1|none  |     0|acc     |↑  |0.1863|±  |0.0387|
|  - computer_security                  |      1|none  |     0|acc     |↑  |0.3000|±  |0.0461|
|  - conceptual_physics                 |      1|none  |     0|acc     |↑  |0.2809|±  |0.0294|
|  - electrical_engineering             |      1|none  |     0|acc     |↑  |0.2483|±  |0.0360|
|  - elementary_mathematics             |      1|none  |     0|acc     |↑  |0.2434|±  |0.0221|
|  - high_school_biology                |      1|none  |     0|acc     |↑  |0.2774|±  |0.0255|
|  - high_school_chemistry              |      1|none  |     0|acc     |↑  |0.3202|±  |0.0328|
|  - high_school_computer_science       |      1|none  |     0|acc     |↑  |0.2900|±  |0.0456|
|  - high_school_mathematics            |      1|none  |     0|acc     |↑  |0.2704|±  |0.0271|
|  - high_school_physics                |      1|none  |     0|acc     |↑  |0.2384|±  |0.0348|
|  - high_school_statistics             |      1|none  |     0|acc     |↑  |0.2685|±  |0.0302|
|  - machine_learning                   |      1|none  |     0|acc     |↑  |0.2500|±  |0.0411|
|piqa                                   |      1|none  |     0|acc     |↑  |0.7546|±  |0.0100|
|                                       |       |none  |     0|acc_norm|↑  |0.7726|±  |0.0098|
|winogrande                             |      1|none  |     0|acc     |↑  |0.6677|±  |0.0132|

|      Groups      |Version|Filter|n-shot|Metric|   |Value |   |Stderr|
|------------------|------:|------|------|------|---|-----:|---|-----:|
|mmlu              |      2|none  |      |acc   |↑  |0.2692|±  |0.0037|
| - humanities     |      2|none  |      |acc   |↑  |0.2735|±  |0.0065|
| - other          |      2|none  |      |acc   |↑  |0.2745|±  |0.0080|
| - social sciences|      2|none  |      |acc   |↑  |0.2558|±  |0.0079|
| - stem           |      2|none  |      |acc   |↑  |0.2705|±  |0.0079|


|                 Tasks                 |Version|Filter|n-shot| Metric |   |Value |   |Stderr|
|---------------------------------------|------:|------|-----:|--------|---|-----:|---|-----:|
|arc_challenge                          |      1|none  |     0|acc     |↑  |0.3882|±  |0.0142|
|                                       |       |none  |     0|acc_norm|↑  |0.4130|±  |0.0144|
|arc_easy                               |      1|none  |     0|acc     |↑  |0.6965|±  |0.0094|
|                                       |       |none  |     0|acc_norm|↑  |0.6494|±  |0.0098|
|boolq                                  |      2|none  |     0|acc     |↑  |0.7024|±  |0.0080|
|hellaswag                              |      1|none  |     0|acc     |↑  |0.5239|±  |0.0050|
|                                       |       |none  |     0|acc_norm|↑  |0.7029|±  |0.0046|
|mmlu                                   |      2|none  |      |acc     |↑  |0.2653|±  |0.0037|
| - humanities                          |      2|none  |      |acc     |↑  |0.2642|±  |0.0064|
|  - formal_logic                       |      1|none  |     0|acc     |↑  |0.2381|±  |0.0381|
|  - high_school_european_history       |      1|none  |     0|acc     |↑  |0.2727|±  |0.0348|
|  - high_school_us_history             |      1|none  |     0|acc     |↑  |0.2353|±  |0.0298|
|  - high_school_world_history          |      1|none  |     0|acc     |↑  |0.2700|±  |0.0289|
|  - international_law                  |      1|none  |     0|acc     |↑  |0.3802|±  |0.0443|
|  - jurisprudence                      |      1|none  |     0|acc     |↑  |0.3241|±  |0.0452|
|  - logical_fallacies                  |      1|none  |     0|acc     |↑  |0.2515|±  |0.0341|
|  - moral_disputes                     |      1|none  |     0|acc     |↑  |0.2688|±  |0.0239|
|  - moral_scenarios                    |      1|none  |     0|acc     |↑  |0.2425|±  |0.0143|
|  - philosophy                         |      1|none  |     0|acc     |↑  |0.2830|±  |0.0256|
|  - prehistory                         |      1|none  |     0|acc     |↑  |0.2747|±  |0.0248|
|  - professional_law                   |      1|none  |     0|acc     |↑  |0.2673|±  |0.0113|
|  - world_religions                    |      1|none  |     0|acc     |↑  |0.2164|±  |0.0316|
| - other                               |      2|none  |      |acc     |↑  |0.2784|±  |0.0080|
|  - business_ethics                    |      1|none  |     0|acc     |↑  |0.2700|±  |0.0446|
|  - clinical_knowledge                 |      1|none  |     0|acc     |↑  |0.2642|±  |0.0271|
|  - college_medicine                   |      1|none  |     0|acc     |↑  |0.2486|±  |0.0330|
|  - global_facts                       |      1|none  |     0|acc     |↑  |0.3600|±  |0.0482|
|  - human_aging                        |      1|none  |     0|acc     |↑  |0.3677|±  |0.0324|
|  - management                         |      1|none  |     0|acc     |↑  |0.2621|±  |0.0435|
|  - marketing                          |      1|none  |     0|acc     |↑  |0.2821|±  |0.0295|
|  - medical_genetics                   |      1|none  |     0|acc     |↑  |0.2800|±  |0.0451|
|  - miscellaneous                      |      1|none  |     0|acc     |↑  |0.2912|±  |0.0162|
|  - nutrition                          |      1|none  |     0|acc     |↑  |0.2582|±  |0.0251|
|  - professional_accounting            |      1|none  |     0|acc     |↑  |0.2660|±  |0.0264|
|  - professional_medicine              |      1|none  |     0|acc     |↑  |0.1949|±  |0.0241|
|  - virology                           |      1|none  |     0|acc     |↑  |0.3072|±  |0.0359|
| - social sciences                     |      2|none  |      |acc     |↑  |0.2551|±  |0.0079|
|  - econometrics                       |      1|none  |     0|acc     |↑  |0.1842|±  |0.0365|
|  - high_school_geography              |      1|none  |     0|acc     |↑  |0.2374|±  |0.0303|
|  - high_school_government_and_politics|      1|none  |     0|acc     |↑  |0.2383|±  |0.0307|
|  - high_school_macroeconomics         |      1|none  |     0|acc     |↑  |0.2231|±  |0.0211|
|  - high_school_microeconomics         |      1|none  |     0|acc     |↑  |0.2983|±  |0.0297|
|  - high_school_psychology             |      1|none  |     0|acc     |↑  |0.2587|±  |0.0188|
|  - human_sexuality                    |      1|none  |     0|acc     |↑  |0.2214|±  |0.0364|
|  - professional_psychology            |      1|none  |     0|acc     |↑  |0.2696|±  |0.0180|
|  - public_relations                   |      1|none  |     0|acc     |↑  |0.2909|±  |0.0435|
|  - security_studies                   |      1|none  |     0|acc     |↑  |0.2694|±  |0.0284|
|  - sociology                          |      1|none  |     0|acc     |↑  |0.2786|±  |0.0317|
|  - us_foreign_policy                  |      1|none  |     0|acc     |↑  |0.2400|±  |0.0429|
| - stem                                |      2|none  |      |acc     |↑  |0.2642|±  |0.0079|
|  - abstract_algebra                   |      1|none  |     0|acc     |↑  |0.3000|±  |0.0461|
|  - anatomy                            |      1|none  |     0|acc     |↑  |0.2519|±  |0.0375|
|  - astronomy                          |      1|none  |     0|acc     |↑  |0.2105|±  |0.0332|
|  - college_biology                    |      1|none  |     0|acc     |↑  |0.2431|±  |0.0359|
|  - college_chemistry                  |      1|none  |     0|acc     |↑  |0.2600|±  |0.0441|
|  - college_computer_science           |      1|none  |     0|acc     |↑  |0.2900|±  |0.0456|
|  - college_mathematics                |      1|none  |     0|acc     |↑  |0.2700|±  |0.0446|
|  - college_physics                    |      1|none  |     0|acc     |↑  |0.2353|±  |0.0422|
|  - computer_security                  |      1|none  |     0|acc     |↑  |0.2400|±  |0.0429|
|  - conceptual_physics                 |      1|none  |     0|acc     |↑  |0.2851|±  |0.0295|
|  - electrical_engineering             |      1|none  |     0|acc     |↑  |0.2690|±  |0.0370|
|  - elementary_mathematics             |      1|none  |     0|acc     |↑  |0.2566|±  |0.0225|
|  - high_school_biology                |      1|none  |     0|acc     |↑  |0.2581|±  |0.0249|
|  - high_school_chemistry              |      1|none  |     0|acc     |↑  |0.3202|±  |0.0328|
|  - high_school_computer_science       |      1|none  |     0|acc     |↑  |0.2600|±  |0.0441|
|  - high_school_mathematics            |      1|none  |     0|acc     |↑  |0.2630|±  |0.0268|
|  - high_school_physics                |      1|none  |     0|acc     |↑  |0.2517|±  |0.0354|
|  - high_school_statistics             |      1|none  |     0|acc     |↑  |0.2454|±  |0.0293|
|  - machine_learning                   |      1|none  |     0|acc     |↑  |0.3214|±  |0.0443|
|piqa                                   |      1|none  |     0|acc     |↑  |0.7503|±  |0.0101|
|                                       |       |none  |     0|acc_norm|↑  |0.7650|±  |0.0099|
|winogrande                             |      1|none  |     0|acc     |↑  |0.6661|±  |0.0133|

|      Groups      |Version|Filter|n-shot|Metric|   |Value |   |Stderr|
|------------------|------:|------|------|------|---|-----:|---|-----:|
|mmlu              |      2|none  |      |acc   |↑  |0.2653|±  |0.0037|
| - humanities     |      2|none  |      |acc   |↑  |0.2642|±  |0.0064|
| - other          |      2|none  |      |acc   |↑  |0.2784|±  |0.0080|
| - social sciences|      2|none  |      |acc   |↑  |0.2551|±  |0.0079|
| - stem           |      2|none  |      |acc   |↑  |0.2642|±  |0.0079|


4.1

|                 Tasks                 |Version|Filter|n-shot| Metric |   |Value |   |Stderr|
|---------------------------------------|------:|------|-----:|--------|---|-----:|---|-----:|
|arc_challenge                          |      1|none  |     0|acc     |↑  |0.3882|±  |0.0142|
|                                       |       |none  |     0|acc_norm|↑  |0.4130|±  |0.0144|
|arc_easy                               |      1|none  |     0|acc     |↑  |0.6965|±  |0.0094|
|                                       |       |none  |     0|acc_norm|↑  |0.6494|±  |0.0098|
|boolq                                  |      2|none  |     0|acc     |↑  |0.7024|±  |0.0080|
|hellaswag                              |      1|none  |     0|acc     |↑  |0.5239|±  |0.0050|
|                                       |       |none  |     0|acc_norm|↑  |0.7029|±  |0.0046|
|mmlu                                   |      2|none  |      |acc     |↑  |0.2653|±  |0.0037|
| - humanities                          |      2|none  |      |acc     |↑  |0.2642|±  |0.0064|
|  - formal_logic                       |      1|none  |     0|acc     |↑  |0.2381|±  |0.0381|
|  - high_school_european_history       |      1|none  |     0|acc     |↑  |0.2727|±  |0.0348|
|  - high_school_us_history             |      1|none  |     0|acc     |↑  |0.2353|±  |0.0298|
|  - high_school_world_history          |      1|none  |     0|acc     |↑  |0.2700|±  |0.0289|
|  - international_law                  |      1|none  |     0|acc     |↑  |0.3802|±  |0.0443|
|  - jurisprudence                      |      1|none  |     0|acc     |↑  |0.3241|±  |0.0452|
|  - logical_fallacies                  |      1|none  |     0|acc     |↑  |0.2515|±  |0.0341|
|  - moral_disputes                     |      1|none  |     0|acc     |↑  |0.2688|±  |0.0239|
|  - moral_scenarios                    |      1|none  |     0|acc     |↑  |0.2425|±  |0.0143|
|  - philosophy                         |      1|none  |     0|acc     |↑  |0.2830|±  |0.0256|
|  - prehistory                         |      1|none  |     0|acc     |↑  |0.2747|±  |0.0248|
|  - professional_law                   |      1|none  |     0|acc     |↑  |0.2673|±  |0.0113|
|  - world_religions                    |      1|none  |     0|acc     |↑  |0.2164|±  |0.0316|
| - other                               |      2|none  |      |acc     |↑  |0.2784|±  |0.0080|
|  - business_ethics                    |      1|none  |     0|acc     |↑  |0.2700|±  |0.0446|
|  - clinical_knowledge                 |      1|none  |     0|acc     |↑  |0.2642|±  |0.0271|
|  - college_medicine                   |      1|none  |     0|acc     |↑  |0.2486|±  |0.0330|
|  - global_facts                       |      1|none  |     0|acc     |↑  |0.3600|±  |0.0482|
|  - human_aging                        |      1|none  |     0|acc     |↑  |0.3677|±  |0.0324|
|  - management                         |      1|none  |     0|acc     |↑  |0.2621|±  |0.0435|
|  - marketing                          |      1|none  |     0|acc     |↑  |0.2821|±  |0.0295|
|  - medical_genetics                   |      1|none  |     0|acc     |↑  |0.2800|±  |0.0451|
|  - miscellaneous                      |      1|none  |     0|acc     |↑  |0.2912|±  |0.0162|
|  - nutrition                          |      1|none  |     0|acc     |↑  |0.2582|±  |0.0251|
|  - professional_accounting            |      1|none  |     0|acc     |↑  |0.2660|±  |0.0264|
|  - professional_medicine              |      1|none  |     0|acc     |↑  |0.1949|±  |0.0241|
|  - virology                           |      1|none  |     0|acc     |↑  |0.3072|±  |0.0359|
| - social sciences                     |      2|none  |      |acc     |↑  |0.2551|±  |0.0079|
|  - econometrics                       |      1|none  |     0|acc     |↑  |0.1842|±  |0.0365|
|  - high_school_geography              |      1|none  |     0|acc     |↑  |0.2374|±  |0.0303|
|  - high_school_government_and_politics|      1|none  |     0|acc     |↑  |0.2383|±  |0.0307|
|  - high_school_macroeconomics         |      1|none  |     0|acc     |↑  |0.2231|±  |0.0211|
|  - high_school_microeconomics         |      1|none  |     0|acc     |↑  |0.2983|±  |0.0297|
|  - high_school_psychology             |      1|none  |     0|acc     |↑  |0.2587|±  |0.0188|
|  - human_sexuality                    |      1|none  |     0|acc     |↑  |0.2214|±  |0.0364|
|  - professional_psychology            |      1|none  |     0|acc     |↑  |0.2696|±  |0.0180|
|  - public_relations                   |      1|none  |     0|acc     |↑  |0.2909|±  |0.0435|
|  - security_studies                   |      1|none  |     0|acc     |↑  |0.2694|±  |0.0284|
|  - sociology                          |      1|none  |     0|acc     |↑  |0.2786|±  |0.0317|
|  - us_foreign_policy                  |      1|none  |     0|acc     |↑  |0.2400|±  |0.0429|
| - stem                                |      2|none  |      |acc     |↑  |0.2642|±  |0.0079|
|  - abstract_algebra                   |      1|none  |     0|acc     |↑  |0.3000|±  |0.0461|
|  - anatomy                            |      1|none  |     0|acc     |↑  |0.2519|±  |0.0375|
|  - astronomy                          |      1|none  |     0|acc     |↑  |0.2105|±  |0.0332|
|  - college_biology                    |      1|none  |     0|acc     |↑  |0.2431|±  |0.0359|
|  - college_chemistry                  |      1|none  |     0|acc     |↑  |0.2600|±  |0.0441|
|  - college_computer_science           |      1|none  |     0|acc     |↑  |0.2900|±  |0.0456|
|  - college_mathematics                |      1|none  |     0|acc     |↑  |0.2700|±  |0.0446|
|  - college_physics                    |      1|none  |     0|acc     |↑  |0.2353|±  |0.0422|
|  - computer_security                  |      1|none  |     0|acc     |↑  |0.2400|±  |0.0429|
|  - conceptual_physics                 |      1|none  |     0|acc     |↑  |0.2851|±  |0.0295|
|  - electrical_engineering             |      1|none  |     0|acc     |↑  |0.2690|±  |0.0370|
|  - elementary_mathematics             |      1|none  |     0|acc     |↑  |0.2566|±  |0.0225|
|  - high_school_biology                |      1|none  |     0|acc     |↑  |0.2581|±  |0.0249|
|  - high_school_chemistry              |      1|none  |     0|acc     |↑  |0.3202|±  |0.0328|
|  - high_school_computer_science       |      1|none  |     0|acc     |↑  |0.2600|±  |0.0441|
|  - high_school_mathematics            |      1|none  |     0|acc     |↑  |0.2630|±  |0.0268|
|  - high_school_physics                |      1|none  |     0|acc     |↑  |0.2517|±  |0.0354|
|  - high_school_statistics             |      1|none  |     0|acc     |↑  |0.2454|±  |0.0293|
|  - machine_learning                   |      1|none  |     0|acc     |↑  |0.3214|±  |0.0443|
|piqa                                   |      1|none  |     0|acc     |↑  |0.7503|±  |0.0101|
|                                       |       |none  |     0|acc_norm|↑  |0.7650|±  |0.0099|
|winogrande                             |      1|none  |     0|acc     |↑  |0.6661|±  |0.0133|

|      Groups      |Version|Filter|n-shot|Metric|   |Value |   |Stderr|
|------------------|------:|------|------|------|---|-----:|---|-----:|
|mmlu              |      2|none  |      |acc   |↑  |0.2653|±  |0.0037|
| - humanities     |      2|none  |      |acc   |↑  |0.2642|±  |0.0064|
| - other          |      2|none  |      |acc   |↑  |0.2784|±  |0.0080|
| - social sciences|      2|none  |      |acc   |↑  |0.2551|±  |0.0079|
| - stem           |      2|none  |      |acc   |↑  |0.2642|±  |0.0079|
